       1     5.0000000000E-01    1.9582345735E-01    0.0000000000E+00
       2     5.1000000000E-01    4.2815679132E-02    0.0000000000E+00
       3     5.2000000000E-01    2.6335454320E-03    0.0000000000E+00
       4     5.3000000000E-01    8.4305390501E-02    0.0000000000E+00
       5     5.4000000000E-01    2.5377077756E-01    0.0000000000E+00
       6     5.5000000000E-01    4.4754834983E-01    0.0000000000E+00
       7     5.6000000000E-01    5.9435386689E-01    0.0000000000E+00
       8     5.7000000000E-01    6.4694666595E-01    0.0000000000E+00
       9     5.8000000000E-01    2.1449763285E+01    0.0000000000E+00
      10     5.9000000000E-01    4.2230037858E-01    0.0000000000E+00
      11     6.0000000000E-01    2.3281939699E-01    0.0000000000E+00
      12     6.1000000000E-01    7.5143732273E-02    0.0000000000E+00
      13     6.2000000000E-01    2.2420739179E-03    0.0000000000E+00
      14     6.3000000000E-01    3.6025818958E-02    0.0000000000E+00
      15     6.4000000000E-01    1.6032030792E-01    0.0000000000E+00
      16     6.5000000000E-01    3.2756853189E-01    0.0000000000E+00
      17     6.6000000000E-01    4.7648352262E-01    0.0000000000E+00
      18     6.7000000000E-01    5.5382094444E-01    0.0000000000E+00
      19     6.8000000000E-01    5.3298267734E-01    0.0000000000E+00
      20     6.9000000000E-01    4.2249846714E-01    0.0000000000E+00
      21     7.0000000000E-01    2.6230115525E-01    0.0000000000E+00
      22     7.1000000000E-01    1.0881268755E-01    0.0000000000E+00
      23     7.2000000000E-01    1.4586297062E-02    0.0000000000E+00
      24     7.3000000000E-01    1.0143038612E-02    0.0000000000E+00
      25     7.4000000000E-01    9.3601860739E-02    0.0000000000E+00
      26     7.5000000000E-01    2.3339374475E-01    0.0000000000E+00
      27     7.6000000000E-01    3.7484723943E-01    0.0000000000E+00
      28     7.7000000000E-01    4.6995513027E-01    0.0000000000E+00
      29     7.8000000000E-01    4.8429988655E-01    0.0000000000E+00
      30     7.9000000000E-01    4.2582277145E-01    0.0000000000E+00
      31     8.0000000000E-01    2.8380595724E-01    0.0000000000E+00
      32     8.1000000000E-01    1.4091823985E-01    0.0000000000E+00
      33     8.2000000000E-01    3.3366660627E-01    0.0000000000E+00
      34     8.3000000000E-01    6.5316082590E-04    0.0000000000E+00
      35     8.4000000000E-01    4.8092334113E-02    0.0000000000E+00
      36     8.5000000000E-01    1.5744458879E-01    0.0000000000E+00
      37     8.6000000000E-01    2.8780677272E-01    0.0000000000E+00
      38     8.7000000000E-01    3.9191602794E-01    0.0000000000E+00
      39     8.8000000000E-01    4.3273633073E-01    0.0000000000E+00
      40     8.9000000000E-01    3.9646336372E-01    0.0000000000E+00
      41     9.0000000000E-01    2.9675676500E-01    0.0000000000E+00
      42     9.1000000000E-01    1.6931516598E-01    0.0000000000E+00
      43     9.2000000000E-01    5.8840552556E-02    0.0000000000E+00
      44     9.3000000000E-01    3.0571763767E-03    0.0000000000E+00
      45     9.4000000000E-01    1.9607992234E-02    0.0000000000E+00
      46     9.5000000000E-01    1.0027180596E-01    0.0000000000E+00
      47     9.6000000000E-01    2.1443828032E-01    0.0000000000E+00
      48     9.7000000000E-01    3.2052735768E-01    0.0000000000E+00
      49     9.8000000000E-01    3.8014527460E-01    0.0000000000E+00
      50     9.9000000000E-01    3.7293095871E-01    0.0000000000E+00
      51     1.0000000000E+00    3.0195736234E-01    0.0000000000E+00
      52     1.0100000000E+00    1.9289378238E-01    0.0000000000E+00
      53     1.0200000000E+00    8.4286013180E-02    0.0000000000E+00
      54     1.0300000000E+00    1.3730634144E-02    0.0000000000E+00
      55     1.0400000000E+00    4.6309321025E-03    0.0000000000E+00
      56     1.0500000000E+00    5.8244267239E-02    0.0000000000E+00
      57     1.0600000000E+00    1.5370295649E-01    0.0000000000E+00
      58     1.0700000000E+00    2.5583132348E-01    0.0000000000E+00
      59     1.0800000000E+00    3.2782280219E-01    0.0000000000E+00
      60     1.0900000000E+00    3.4426036914E-01    0.0000000000E+00
      61     1.1000000000E+00    2.9983280474E-01    0.0000000000E+00
      62     1.1100000000E+00    2.1082327264E-01    0.0000000000E+00
      63     1.1200000000E+00    1.0892261133E-01    0.0000000000E+00
      64     1.1300000000E+00    2.9751353645E-02    0.0000000000E+00
      65     1.1400000000E+00    2.0950703708E-04    0.0000000000E+00
      66     1.1500000000E+00    2.9166774488E-02    0.0000000000E+00
      67     1.1600000000E+00    1.0469086134E-01    0.0000000000E+00
      68     1.1700000000E+00    1.9866499780E-01    0.0000000000E+00
      69     1.1800000000E+00    2.7701951059E-01    0.0000000000E+00
      70     1.1900000000E+00    3.1184943593E-01    0.0000000000E+00
      71     1.2000000000E+00    2.9115540123E-01    0.0000000000E+00
      72     1.2100000000E+00    2.2276964734E-01    0.0000000000E+00
      73     1.2200000000E+00    1.8184912209E-01    0.0000000000E+00
      74     1.2300000000E+00    4.8743737033E-02    0.0000000000E+00
      75     1.2400000000E+00    3.7955025677E-03    0.0000000000E+00
      76     1.2500000000E+00    1.1039283840E-02    0.0000000000E+00
      77     1.2600000000E+00    6.6453727972E-02    0.0000000000E+00
      78     1.2700000000E+00    1.4909975397E-01    0.0000000000E+00
      79     1.2800000000E+00    2.2881994501E-01    0.0000000000E+00
      80     1.2900000000E+00    2.7704637891E-01    0.0000000000E+00
      81     1.3000000000E+00    2.7685370999E-01    0.0000000000E+00
      82     1.3100000000E+00    2.2872525573E-01    0.0000000000E+00
      83     1.3200000000E+00    1.5007224778E-01    0.0000000000E+00
      84     1.3300000000E+00    6.8781500983E-02    0.0000000000E+00
      85     1.3400000000E+00    1.3176717881E-02    0.0000000000E+00
      86     1.3500000000E+00    2.0070105501E-03    0.0000000000E+00
      87     1.3600000000E+00    3.8000713040E-02    0.0000000000E+00
      88     1.3700000000E+00    1.0719047358E-01    0.0000000000E+00
      89     1.3800000000E+00    1.8413965219E-01    0.0000000000E+00
      90     1.3900000000E+00    2.4112032088E-01    0.0000000000E+00
      91     1.4000000000E+00    2.5794097551E-01    0.0000000000E+00
      92     1.4100000000E+00    2.2894892396E-01    0.0000000000E+00
      93     1.4200000000E+00    1.6477982732E-01    0.0000000000E+00
      94     1.4300000000E+00    8.8325420121E-02    0.0000000000E+00
      95     1.4400000000E+00    2.6430600678E-02    0.0000000000E+00
      96     1.4500000000E+00    3.4106215253E-04    0.0000000000E+00
      97     1.4600000000E+00    1.8293275688E-02    0.0000000000E+00
      98     1.4700000000E+00    7.2830156244E-02    0.0000000000E+00
      99     1.4800000000E+00    1.4370327268E-01    0.0000000000E+00
     100     1.4900000000E+00    2.0523578002E-01    0.0000000000E+00
