nsteps		surv. prob		ion. prob		surverr		ionerr
10000	0.9999974852808446	2.514719155355394e-06	7.25283194522098e-07	-0.22385211254463153
9000	0.9999974852770461	2.5147229538724503e-06	7.252793959927343e-07	-0.22385094016282397
8000	0.9999974852783955	2.514721604507386e-06	7.252807453621704e-07	-0.22385135663352276
7000	0.9999974507760546	2.5492239453805965e-06	6.907782927010134e-07	-0.21320248599364303
6000	0.9999974852734632	2.5147265367841953e-06	7.252758130693806e-07	-0.2238498343258656
5000	0.9999913704624053	8.629537594728731e-06	-5.389555056927174e-06	1.663437529237263
4000	0.9999942489561159	5.7510438841168465e-06	-2.5110520199654495e-06	0.7750135444805083
3000	0.9999940197781342	5.9802218658200346e-06	-2.740230744207704e-06	0.845747489450628
2000	0.9999785297801758	2.1470219824237802e-05	-1.8230278890381465e-05	5.62661105686352
1000	0.9997929614580608	0.00020703854193915294	-0.00020379920224860827	62.900784549121276
